FIPS,STATE,COUNTY,POORHLTH,PCP,AIRPOL,RECFAC,FOODHLTH
24019,Maryland,Dorchester,2,3,1,2,2
24021,Maryland,Frederick,1,2,3,3,3
24023,Maryland,Garrett,4,3,1,3,1
24025,Maryland,Harford,3,3,4,3,3
24027,Maryland,Howard,1,1,1,2,2
24029,Maryland,Kent,4,1,2,1,1
24031,Maryland,Montgomery,1,1,1,2,2
24033,Maryland,Prince George's,1,2,4,4,2
24035,Maryland,Queen Anne's,1,4,2,3,4
24037,Maryland,St. Mary's,2,4,1,3,1
24039,Maryland,Somerset,1,4,1,4,4
24041,Maryland,Talbot,2,1,1,1,1
24043,Maryland,Washington,3,3,2,2,3
24045,Maryland,Wicomico,3,2,3,3,4
24047,Maryland,Worcester,2,2,3,1,1
24510,Maryland,Baltimore City,4,1,4,4,2
25001,Massachusetts,Barnstable,1,3,1,1,4
25003,Massachusetts,Berkshire,4,2,2,4,4
25005,Massachusetts,Bristol,4,4,2,3,2
25007,Massachusetts,Dukes,1,2,1,1,1
25009,Massachusetts,Essex,2,3,2,2,2
25011,Massachusetts,Franklin,4,3,1,4,4
25013,Massachusetts,Hampden,4,4,4,4,3
25015,Massachusetts,Hampshire,3,1,1,4,4
25017,Massachusetts,Middlesex,1,1,2,1,1
25019,Massachusetts,Nantucket,1,4,1,2,1
25021,Massachusetts,Norfolk,2,1,2,1,2
25023,Massachusetts,Plymouth,2,4,1,2,3
25025,Massachusetts,Suffolk,3,1,4,3,1
25027,Massachusetts,Worcester,3,2,2,3,3
26001,Michigan,Alcona,2,2,1,4,3
26003,Michigan,Alger,4,2,4,4,3
26005,Michigan,Allegan,1,4,3,4,1
26007,Michigan,Alpena,4,2,1,2,3
26009,Michigan,Antrim,4,4,1,3,1
26011,Michigan,Arenac,3,4,1,1,1
26013,Michigan,Baraga,3,1,1,4,3
26015,Michigan,Barry,1,3,1,3,4
26017,Michigan,Bay,2,3,4,3,4
26019,Michigan,Benzie,3,4,1,4,1
26021,Michigan,Berrien,2,1,1,2,4
26023,Michigan,Branch,4,3,1,2,1
26025,Michigan,Calhoun,3,2,1,3,4
26027,Michigan,Cass,1,4,1,4,4
26029,Michigan,Charlevoix,2,1,1,1,2
26031,Michigan,Cheboygan,3,3,1,1,3
26033,Michigan,Chippewa,1,2,4,3,3
26035,Michigan,Clare,4,3,1,2,1
26037,Michigan,Clinton,1,4,1,3,4
26039,Michigan,Crawford,2,3,1,4,2
26041,Michigan,Delta,2,1,4,1,2
26043,Michigan,Dickinson,4,1,3,1,2
26045,Michigan,Eaton,1,3,1,2,4
26047,Michigan,Emmet,1,1,1,1,2
26049,Michigan,Genesee,4,1,1,3,4
26051,Michigan,Gladwin,4,4,1,3,1
26053,Michigan,Gogebic,2,1,1,1,3
26055,Michigan,Grand Traverse,1,1,1,1,1
26057,Michigan,Gratiot,2,2,3,4,1
26059,Michigan,Hillsdale,3,3,1,2,2
26061,Michigan,Houghton,4,1,3,2,2
26063,Michigan,Huron,2,3,4,2,3
26065,Michigan,Ingham,2,1,3,2,4
26067,Michigan,Ionia,3,4,3,2,4
26069,Michigan,Iosco,3,3,3,4,2
26071,Michigan,Iron,4,2,1,1,2
26073,Michigan,Isabella,1,3,3,3,1
26075,Michigan,Jackson,3,3,1,3,4
26077,Michigan,Kalamazoo,2,1,1,1,3
26079,Michigan,Kalkaska,4,4,1,4,1
26081,Michigan,Kent,1,1,4,2,3
26083,Michigan,Keweenaw,NR,NR,NR,NR,NR
26085,Michigan,Lake,4,4,1,3,3
26087,Michigan,Lapeer,1,4,3,2,4
26089,Michigan,Leelanau,2,4,1,1,2
26091,Michigan,Lenawee,1,3,1,2,1
26093,Michigan,Livingston,1,3,1,1,3
26095,Michigan,Luce,3,2,4,4,3
26097,Michigan,Mackinac,1,2,4,4,4
26099,Michigan,Macomb,2,2,4,3,3
26101,Michigan,Manistee,4,3,1,4,1
26103,Michigan,Marquette,1,1,4,2,2
26105,Michigan,Mason,2,3,1,2,2
26107,Michigan,Mecosta,3,2,1,3,2
26109,Michigan,Menominee,2,4,4,1,3
26111,Michigan,Midland,1,1,3,1,1
26113,Michigan,Missaukee,2,4,1,3,2
26115,Michigan,Monroe,2,4,3,2,3
26117,Michigan,Montcalm,1,4,1,3,1
26119,Michigan,Montmorency,3,3,1,4,2
26121,Michigan,Muskegon,4,2,3,2,4
26123,Michigan,Newaygo,3,2,1,4,4
26125,Michigan,Oakland,1,1,3,1,3
26127,Michigan,Oceana,4,3,1,3,2
26129,Michigan,Ogemaw,2,2,3,2,1
26131,Michigan,Ontonagon,4,2,1,4,4
26133,Michigan,Osceola,3,4,1,4,3
26135,Michigan,Oscoda,4,2,1,1,2
26137,Michigan,Otsego,2,1,1,1,2
26139,Michigan,Ottawa,1,2,3,2,3
26141,Michigan,Presque Isle,4,4,1,1,4
26143,Michigan,Roscommon,4,3,1,3,1
26145,Michigan,Saginaw,3,1,3,3,4
26147,Michigan,St. Clair,3,3,4,1,4
26149,Michigan,St. Joseph,4,2,1,3,1
26151,Michigan,Sanilac,3,3,4,4,2
26153,Michigan,Schoolcraft,3,2,4,4,3
26155,Michigan,Shiawassee,3,4,1,2,1
26157,Michigan,Tuscola,2,4,3,3,1
26159,Michigan,Van Buren,2,2,1,4,4
26161,Michigan,Washtenaw,1,1,3,2,3
26163,Michigan,Wayne,3,2,4,3,2
26165,Michigan,Wexford,3,1,1,1,2
27001,Minnesota,Aitkin,2,2,4,4,4
27003,Minnesota,Anoka,3,3,1,3,2
27005,Minnesota,Becker,2,1,1,4,4
27007,Minnesota,Beltrami,2,2,1,2,2
27009,Minnesota,Benton,4,4,1,3,3
27011,Minnesota,Big Stone,2,1,1,1,4
27013,Minnesota,Blue Earth,1,2,1,2,1
27015,Minnesota,Brown,2,1,1,1,1
27017,Minnesota,Carlton,4,2,4,2,4
27019,Minnesota,Carver,1,2,1,2,2
27021,Minnesota,Cass,2,4,1,4,2
27023,Minnesota,Chippewa,1,4,1,1,1
27025,Minnesota,Chisago,3,3,4,2,3
27027,Minnesota,Clay,1,4,1,3,3
27029,Minnesota,Clearwater,1,4,1,4,4
27031,Minnesota,Cook,3,3,4,1,3
27033,Minnesota,Cottonwood,4,1,1,3,4
27035,Minnesota,Crow Wing,4,2,1,2,1
27037,Minnesota,Dakota,2,3,4,2,2
27039,Minnesota,Dodge,3,3,1,4,4
27041,Minnesota,Douglas,1,1,1,3,2
27043,Minnesota,Faribault,2,4,1,4,2
27045,Minnesota,Fillmore,3,4,1,4,1
27047,Minnesota,Freeborn,4,3,1,4,1
27049,Minnesota,Goodhue,1,2,1,1,1
27051,Minnesota,Grant,4,2,1,4,4
27053,Minnesota,Hennepin,2,1,1,2,2
27055,Minnesota,Houston,1,4,4,3,4
27057,Minnesota,Hubbard,2,2,1,1,2
27059,Minnesota,Isanti,4,3,4,1,4
27061,Minnesota,Itasca,1,2,4,3,2
27063,Minnesota,Jackson,1,2,1,1,3
27065,Minnesota,Kanabec,4,1,4,2,1
27067,Minnesota,Kandiyohi,3,1,1,1,1
27069,Minnesota,Kittson,NR,NR,NR,NR,NR
27071,Minnesota,Koochiching,4,3,4,1,3
27073,Minnesota,Lac qui Parle,1,2,1,2,2
27075,Minnesota,Lake,4,1,4,4,1
27077,Minnesota,Lake of the Woods,NR,NR,NR,NR,NR
27079,Minnesota,Le Sueur,2,4,1,1,1
27081,Minnesota,Lincoln,1,3,1,4,4
27083,Minnesota,Lyon,1,3,1,3,1
27085,Minnesota,McLeod,1,2,1,1,1
27087,Minnesota,Mahnomen,2,3,1,4,4
27089,Minnesota,Marshall,1,4,1,4,4
27091,Minnesota,Martin,1,1,1,3,3
27093,Minnesota,Meeker,1,3,1,1,2
27095,Minnesota,Mille Lacs,2,1,4,2,1
27097,Minnesota,Morrison,3,3,1,2,3
27099,Minnesota,Mower,3,3,1,3,1
27101,Minnesota,Murray,3,4,1,1,4
27103,Minnesota,Nicollet,2,1,1,3,1
27105,Minnesota,Nobles,3,2,1,2,3
27107,Minnesota,Norman,4,4,1,4,4
27109,Minnesota,Olmsted,1,1,1,3,2
27111,Minnesota,Otter Tail,3,3,1,2,2
27113,Minnesota,Pennington,3,2,1,2,1
27115,Minnesota,Pine,3,4,4,3,2
27117,Minnesota,Pipestone,4,3,1,4,3
27119,Minnesota,Polk,1,4,1,4,4
27121,Minnesota,Pope,1,1,1,1,2
27123,Minnesota,Ramsey,2,1,4,3,2
27125,Minnesota,Red Lake,1,2,1,4,4
27127,Minnesota,Redwood,1,3,1,4,4
27129,Minnesota,Renville,1,4,1,2,3
27131,Minnesota,Rice,2,1,1,3,1
27133,Minnesota,Rock,4,1,1,1,2
27135,Minnesota,Roseau,4,4,1,1,3
27137,Minnesota,St. Louis,3,1,4,3,4
27139,Minnesota,Scott,2,2,1,3,2
27141,Minnesota,Sherburne,3,4,1,3,3
27143,Minnesota,Sibley,4,4,1,2,1
27145,Minnesota,Stearns,2,1,1,1,3
27147,Minnesota,Steele,2,1,1,3,1
27149,Minnesota,Stevens,4,3,1,3,2
27151,Minnesota,Swift,3,3,1,4,3
27153,Minnesota,Todd,4,2,1,2,3
27155,Minnesota,Traverse,NR,NR,NR,NR,NR
27157,Minnesota,Wabasha,4,3,1,1,4
27159,Minnesota,Wadena,3,2,1,3,4
27161,Minnesota,Waseca,1,3,1,1,2
27163,Minnesota,Washington,3,1,4,2,2
27165,Minnesota,Watonwan,4,4,1,1,3
27167,Minnesota,Wilkin,3,2,1,4,3
27169,Minnesota,Winona,1,4,4,2,1
27171,Minnesota,Wright,3,4,1,2,3
27173,Minnesota,Yellow Medicine,4,2,1,4,3
28001,Mississippi,Adams,4,1,3,2,1
28003,Mississippi,Alcorn,3,2,1,2,1
28005,Mississippi,Amite,2,3,4,3,3
28007,Mississippi,Attala,4,1,1,2,2
28009,Mississippi,Benton,2,4,1,3,3
28011,Mississippi,Bolivar,1,2,3,2,3
28013,Mississippi,Calhoun,3,3,1,3,1
28015,Mississippi,Carroll,2,4,1,3,4
28017,Mississippi,Chickasaw,4,3,1,2,1
28019,Mississippi,Choctaw,1,4,1,3,2
28021,Mississippi,Claiborne,3,4,1,3,3
28023,Mississippi,Clarke,3,4,3,3,3
28025,Mississippi,Clay,1,3,1,3,3
28027,Mississippi,Coahoma,1,2,1,2,3
28029,Mississippi,Copiah,3,2,3,3,4
28031,Mississippi,Covington,4,4,4,3,1
28033,Mississippi,DeSoto,1,3,1,1,3
28035,Mississippi,Forrest,2,1,3,1,4
28037,Mississippi,Franklin,4,1,3,3,4
28039,Mississippi,George,3,4,4,2,4
28041,Mississippi,Greene,3,2,4,3,3
28043,Mississippi,Grenada,4,2,1,1,2
28045,Mississippi,Hancock,3,2,4,2,4
28047,Mississippi,Harrison,2,2,4,2,4
28049,Mississippi,Hinds,1,1,1,1,4
28051,Mississippi,Holmes,2,2,1,3,2
28053,Mississippi,Humphreys,1,3,1,3,3
28055,Mississippi,Issaquena,2,2,1,3,3
28057,Mississippi,Itawamba,3,3,1,2,2
28059,Mississippi,Jackson,1,2,3,1,4
28061,Mississippi,Jasper,4,4,3,3,3
28063,Mississippi,Jefferson,3,2,1,3,2
28065,Mississippi,Jefferson Davis,2,3,4,3,1
28067,Mississippi,Jones,2,2,3,2,1
28069,Mississippi,Kemper,3,4,1,3,4
28071,Mississippi,Lafayette,1,1,1,1,2
28073,Mississippi,Lamar,1,1,4,1,4
28075,Mississippi,Lauderdale,1,1,1,2,1
28077,Mississippi,Lawrence,3,1,4,2,3
28079,Mississippi,Leake,3,4,1,1,3
28081,Mississippi,Lee,2,1,1,1,1
28083,Mississippi,Leflore,2,3,1,1,1
28085,Mississippi,Lincoln,3,3,4,1,2
28087,Mississippi,Lowndes,1,1,3,1,1
28089,Mississippi,Madison,1,1,1,1,4
28091,Mississippi,Marion,4,2,4,1,2
28093,Mississippi,Marshall,2,4,1,3,4
28095,Mississippi,Monroe,4,1,1,2,1
28097,Mississippi,Montgomery,2,1,1,3,3
28099,Mississippi,Neshoba,3,2,1,2,2
28101,Mississippi,Newton,2,4,1,2,1
28103,Mississippi,Noxubee,4,4,1,3,3
28105,Mississippi,Oktibbeha,1,1,1,1,1
28107,Mississippi,Panola,2,3,1,2,2
28109,Mississippi,Pearl River,4,3,4,2,2
28111,Mississippi,Perry,4,4,4,3,4
28113,Mississippi,Pike,2,1,4,1,1
28115,Mississippi,Pontotoc,4,4,3,3,2
28117,Mississippi,Prentiss,2,2,1,2,2
28119,Mississippi,Quitman,4,3,1,3,3
28121,Mississippi,Rankin,1,1,1,1,4
28123,Mississippi,Scott,3,4,1,2,2
28125,Mississippi,Sharkey,1,3,1,3,3
28127,Mississippi,Simpson,2,2,3,3,4
28129,Mississippi,Smith,3,4,3,3,2
28131,Mississippi,Stone,4,3,4,1,4
28133,Mississippi,Sunflower,2,3,1,3,1
28135,Mississippi,Tallahatchie,3,4,1,3,4
28137,Mississippi,Tate,2,4,1,3,4
28139,Mississippi,Tippah,4,3,1,3,1
28141,Mississippi,Tishomingo,3,1,1,3,1
28143,Mississippi,Tunica,1,2,1,3,4
28145,Mississippi,Union,1,2,3,2,2
28147,Mississippi,Walthall,3,2,4,3,3
28149,Mississippi,Warren,1,1,1,1,1
28151,Mississippi,Washington,2,2,1,1,1
28153,Mississippi,Wayne,4,4,4,3,2
28155,Mississippi,Webster,3,3,1,3,2
28157,Mississippi,Wilkinson,3,1,3,3,3
28159,Mississippi,Winston,3,3,1,3,2
28161,Mississippi,Yalobusha,3,3,1,3,2
28163,Mississippi,Yazoo,1,3,1,3,3
29001,Missouri,Adair,3,4,1,3,1
29003,Missouri,Andrew,2,2,1,2,4
29005,Missouri,Atchison,1,3,1,1,2
29007,Missouri,Audrain,2,1,1,3,1
29009,Missouri,Barry,4,1,1,2,1
29011,Missouri,Barton,2,4,1,3,2
29013,Missouri,Bates,1,3,1,2,4
29015,Missouri,Benton,2,3,1,3,3
29017,Missouri,Bollinger,4,4,4,2,3
29019,Missouri,Boone,1,1,1,1,3
29021,Missouri,Buchanan,3,2,1,1,3
29023,Missouri,Butler,4,1,4,3,2
29025,Missouri,Caldwell,1,2,1,3,4
29027,Missouri,Callaway,2,2,1,3,4
29029,Missouri,Camden,1,2,1,1,2
29031,Missouri,Cape Girardeau,1,1,4,2,1
29033,Missouri,Carroll,2,4,1,3,3
29035,Missouri,Carter,3,2,1,3,4
29037,Missouri,Cass,1,3,1,2,3
29039,Missouri,Cedar,1,2,1,3,2
29041,Missouri,Chariton,2,2,1,1,3
29043,Missouri,Christian,1,3,1,1,4
29045,Missouri,Clark,1,2,1,3,2
29047,Missouri,Clay,1,2,1,2,2
29049,Missouri,Clinton,1,2,1,3,4
29051,Missouri,Cole,1,1,1,1,3
29053,Missouri,Cooper,1,2,1,1,3
29055,Missouri,Crawford,4,4,1,3,1
29057,Missouri,Dade,3,4,1,3,2
29059,Missouri,Dallas,2,2,1,3,4
29061,Missouri,Daviess,3,2,1,3,3
29063,Missouri,DeKalb,1,4,1,3,4
29065,Missouri,Dent,4,3,1,3,2
29067,Missouri,Douglas,4,4,1,1,3
29069,Missouri,Dunklin,4,1,4,3,1
29071,Missouri,Franklin,2,1,1,2,3
29073,Missouri,Gasconade,4,3,1,3,1
29075,Missouri,Gentry,3,3,1,1,1
29077,Missouri,Greene,3,1,1,2,3
29079,Missouri,Grundy,3,1,1,3,2
29081,Missouri,Harrison,3,1,1,2,3
29083,Missouri,Henry,4,1,1,1,2
29085,Missouri,Hickory,4,4,1,2,2
29087,Missouri,Holt,1,1,1,1,4
29089,Missouri,Howard,1,1,1,3,4
29091,Missouri,Howell,4,1,1,3,2
29093,Missouri,Iron,4,2,1,2,3
29095,Missouri,Jackson,1,1,1,2,2
29097,Missouri,Jasper,2,1,1,2,4
29099,Missouri,Jefferson,2,4,4,3,3
29101,Missouri,Johnson,1,2,1,3,1
29103,Missouri,Knox,1,2,1,1,3
29105,Missouri,Laclede,3,1,1,2,2
29107,Missouri,Lafayette,1,3,1,3,3
29109,Missouri,Lawrence,3,1,1,3,1
29111,Missouri,Lewis,4,2,1,2,4
29113,Missouri,Lincoln,3,4,1,3,4
29115,Missouri,Linn,1,3,1,3,2
29117,Missouri,Livingston,3,4,1,3,2
29119,Missouri,McDonald,3,4,1,3,4
29121,Missouri,Macon,1,2,1,1,2
29123,Missouri,Madison,2,4,1,2,2
29125,Missouri,Maries,2,4,1,3,1
29127,Missouri,Marion,3,2,4,1,1
29129,Missouri,Mercer,1,3,1,1,2
29131,Missouri,Miller,3,3,1,2,1
29133,Missouri,Mississippi,3,3,4,1,1
29135,Missouri,Moniteau,1,4,1,1,4
29137,Missouri,Monroe,2,2,1,2,1
29139,Missouri,Montgomery,4,3,1,2,2
29141,Missouri,Morgan,3,4,1,1,1
29143,Missouri,New Madrid,4,4,4,3,1
29145,Missouri,Newton,2,4,1,3,4
29147,Missouri,Nodaway,1,1,1,2,3
29149,Missouri,Oregon,4,4,1,3,3
29151,Missouri,Osage,1,4,1,3,4
29153,Missouri,Ozark,4,4,1,3,4
29155,Missouri,Pemiscot,3,3,4,2,1
29157,Missouri,Perry,2,3,1,3,2
29159,Missouri,Pettis,2,2,1,1,1
29161,Missouri,Phelps,3,1,1,2,1
29163,Missouri,Pike,3,4,1,3,2
29165,Missouri,Platte,1,1,1,1,3
29167,Missouri,Polk,2,1,1,3,4
29169,Missouri,Pulaski,2,3,1,3,1
29171,Missouri,Putnam,1,2,1,3,3
29173,Missouri,Ralls,1,4,4,3,1
29175,Missouri,Randolph,4,3,1,1,1
29177,Missouri,Ray,3,4,1,1,3
29179,Missouri,Reynolds,4,3,1,3,4
29181,Missouri,Ripley,4,3,1,3,3
29183,Missouri,St. Charles,1,2,1,2,2
29185,Missouri,St. Clair,4,1,1,3,4
29186,Missouri,Ste. Genevieve,2,3,1,3,2
29187,Missouri,St. Francois,4,3,1,3,1
29189,Missouri,St. Louis,1,1,1,1,2
29195,Missouri,Saline,1,1,1,1,1
29197,Missouri,Schuyler,4,2,1,3,4
29199,Missouri,Scotland,1,2,1,1,3
29201,Missouri,Scott,2,1,4,3,1
29203,Missouri,Shannon,3,4,1,3,4
29205,Missouri,Shelby,1,4,1,1,4
29207,Missouri,Stoddard,4,2,4,3,1
29209,Missouri,Stone,3,3,1,3,1
29211,Missouri,Sullivan,4,2,1,1,3
29213,Missouri,Taney,2,1,1,1,1
29215,Missouri,Texas,4,3,1,3,3
29217,Missouri,Vernon,3,3,1,2,2
29219,Missouri,Warren,2,4,1,2,4
29221,Missouri,Washington,4,4,1,3,4
29223,Missouri,Wayne,4,3,1,3,4
29225,Missouri,Webster,1,3,1,2,4
29227,Missouri,Worth,1,2,1,3,3
29229,Missouri,Wright,3,3,1,2,2
29510,Missouri,St. Louis City,2,1,4,2,2
30001,Montana,Beaverhead,2,1,2,2,2
30003,Montana,Big Horn,4,2,4,3,4
30005,Montana,Blaine,4,4,1,3,3
30007,Montana,Broadwater,4,3,3,3,1
30009,Montana,Carbon,1,2,4,2,4
30011,Montana,Carter,NR,NR,NR,NR,NR
30013,Montana,Cascade,4,3,1,2,2
30015,Montana,Chouteau,1,4,2,1,4
30017,Montana,Custer,1,1,2,2,1
30019,Montana,Daniels,1,2,1,3,3
30021,Montana,Dawson,3,2,1,2,1
30023,Montana,Deer Lodge,4,3,2,2,1
30025,Montana,Fallon,2,4,1,3,2
30027,Montana,Fergus,2,1,1,1,3
30029,Montana,Flathead,2,2,1,1,1
30031,Montana,Gallatin,1,1,3,1,1
30033,Montana,Garfield,NR,NR,NR,NR,NR
30035,Montana,Glacier,4,2,2,3,2
30037,Montana,Golden Valley,NR,NR,NR,NR,NR
30039,Montana,Granite,1,2,3,3,4
30041,Montana,Hill,2,4,2,1,2
30043,Montana,Jefferson,2,4,2,3,2
30045,Montana,Judith Basin,3,2,1,3,4
30047,Montana,Lake,3,2,4,2,1
30049,Montana,Lewis and Clark,2,2,2,1,1
30051,Montana,Liberty,NR,NR,NR,NR,NR
30053,Montana,Lincoln,4,1,3,3,1
30055,Montana,McCone,NR,NR,NR,NR,NR
30057,Montana,Madison,1,2,2,1,3
30059,Montana,Meagher,1,3,2,3,4
30061,Montana,Mineral,4,4,4,3,3
30063,Montana,Missoula,2,2,4,1,3
30065,Montana,Musselshell,2,2,3,3,3
30067,Montana,Park,3,1,4,3,2
30069,Montana,Petroleum,NR,NR,NR,NR,NR
30071,Montana,Phillips,2,4,1,3,3
30073,Montana,Pondera,4,1,2,3,4
30075,Montana,Powder River,2,2,2,3,4
30077,Montana,Powell,2,1,2,1,2
30079,Montana,Prairie,NR,NR,NR,NR,NR
30081,Montana,Ravalli,2,3,4,1,1
30083,Montana,Richland,1,3,1,2,2
30085,Montana,Roosevelt,3,4,1,3,4
30087,Montana,Rosebud,2,2,3,2,2
30089,Montana,Sanders,2,3,4,2,4
30091,Montana,Sheridan,2,4,1,3,3
30093,Montana,Silver Bow,4,3,4,2,1
30095,Montana,Stillwater,2,4,4,2,1
30097,Montana,Sweet Grass,1,4,4,3,2
30099,Montana,Teton,1,4,2,1,4
30101,Montana,Toole,2,1,1,3,3
30103,Montana,Treasure,NR,NR,NR,NR,NR
30105,Montana,Valley,1,1,1,3,3
30107,Montana,Wheatland,3,1,3,3,4
30109,Montana,Wibaux,NR,NR,NR,NR,NR
30111,Montana,Yellowstone,2,1,2,1,2
31001,Nebraska,Adams,3,2,1,1,1
31003,Nebraska,Antelope,3,3,1,2,4
31005,Nebraska,Arthur,NR,NR,NR,NR,NR
31007,Nebraska,Banner,NR,NR,NR,NR,NR
31009,Nebraska,Blaine,NR,NR,NR,NR,NR
31011,Nebraska,Boone,1,1,1,2,3
31013,Nebraska,Box Butte,4,3,1,2,1
31015,Nebraska,Boyd,4,1,1,2,4
31017,Nebraska,Brown,4,4,1,1,1
31019,Nebraska,Buffalo,2,1,1,1,2
31021,Nebraska,Burt,1,4,4,2,3
31023,Nebraska,Butler,4,1,4,1,2
31025,Nebraska,Cass,2,4,1,2,3
31027,Nebraska,Cedar,1,4,3,2,3
31029,Nebraska,Chase,2,4,1,2,3
31031,Nebraska,Cherry,3,2,1,1,4
31033,Nebraska,Cheyenne,4,3,1,2,2
31035,Nebraska,Clay,1,4,3,2,3
31037,Nebraska,Colfax,2,4,4,2,2
31039,Nebraska,Cuming,2,4,4,2,2
31041,Nebraska,Custer,3,1,1,2,4
31043,Nebraska,Dakota,3,4,3,2,3
31045,Nebraska,Dawes,3,1,3,2,3
31047,Nebraska,Dawson,4,2,1,1,1
31049,Nebraska,Deuel,1,4,1,2,2
31051,Nebraska,Dixon,2,4,3,2,4
31053,Nebraska,Dodge,4,3,3,2,2
31055,Nebraska,Douglas,3,1,1,1,1
31057,Nebraska,Dundy,3,3,1,2,4
31059,Nebraska,Fillmore,1,1,3,2,2
31061,Nebraska,Franklin,3,2,1,1,3
31063,Nebraska,Frontier,2,2,1,2,4
31065,Nebraska,Furnas,3,3,1,2,3
31067,Nebraska,Gage,2,2,3,1,1
31069,Nebraska,Garden,2,2,1,2,4
31071,Nebraska,Garfield,1,2,1,2,1
31073,Nebraska,Gosper,1,2,1,2,4
31075,Nebraska,Grant,NR,NR,NR,NR,NR
31077,Nebraska,Greeley,4,2,1,2,4
31079,Nebraska,Hall,4,3,1,2,1
31081,Nebraska,Hamilton,2,1,3,2,1
31083,Nebraska,Harlan,4,4,1,2,1
31085,Nebraska,Hayes,NR,NR,NR,NR,NR
31087,Nebraska,Hitchcock,4,2,1,2,4
31089,Nebraska,Holt,1,1,1,1,3
31091,Nebraska,Hooker,NR,NR,NR,NR,NR
31093,Nebraska,Howard,3,4,1,2,2
31095,Nebraska,Jefferson,4,1,3,2,2
31097,Nebraska,Johnson,1,3,3,2,4
31099,Nebraska,Kearney,1,2,1,2,1
31101,Nebraska,Keith,2,1,1,2,2
31103,Nebraska,Keya Paha,NR,NR,NR,NR,NR
31105,Nebraska,Kimball,4,2,1,2,1
31107,Nebraska,Knox,2,3,1,2,4
31109,Nebraska,Lancaster,3,2,1,1,1
31111,Nebraska,Lincoln,4,3,1,2,1
31113,Nebraska,Logan,NR,NR,NR,NR,NR
31115,Nebraska,Loup,NR,NR,NR,NR,NR
31117,Nebraska,McPherson,NR,NR,NR,NR,NR
31119,Nebraska,Madison,1,1,1,2,2
31121,Nebraska,Merrick,3,3,1,1,3
31123,Nebraska,Morrill,4,4,1,2,4
31125,Nebraska,Nance,1,2,1,2,4
31127,Nebraska,Nemaha,1,1,1,1,1
31129,Nebraska,Nuckolls,3,1,3,1,3
31131,Nebraska,Otoe,2,3,1,2,1
31133,Nebraska,Pawnee,1,1,3,2,2
31135,Nebraska,Perkins,4,3,1,1,4
31137,Nebraska,Phelps,2,1,1,1,2
31139,Nebraska,Pierce,1,1,1,2,4
31141,Nebraska,Platte,1,4,4,2,1
31143,Nebraska,Polk,1,4,3,1,4
31145,Nebraska,Red Willow,4,2,1,2,2
31147,Nebraska,Richardson,4,4,1,2,2
31149,Nebraska,Rock,NR,NR,NR,NR,NR
31151,Nebraska,Saline,2,3,3,2,2
31153,Nebraska,Sarpy,2,3,1,2,2
31155,Nebraska,Saunders,3,4,4,2,3
31157,Nebraska,Scotts Bluff,4,2,1,1,1
31159,Nebraska,Seward,1,2,3,2,3
31161,Nebraska,Sheridan,1,2,1,1,3
31163,Nebraska,Sherman,1,4,1,2,4
31165,Nebraska,Sioux,NR,NR,NR,NR,NR
31167,Nebraska,Stanton,3,2,3,2,3
31169,Nebraska,Thayer,3,1,3,2,2
31171,Nebraska,Thomas,NR,NR,NR,NR,NR
31173,Nebraska,Thurston,3,2,4,2,2
31175,Nebraska,Valley,2,4,1,2,3
31177,Nebraska,Washington,2,3,4,1,3
31179,Nebraska,Wayne,1,3,3,2,1
31181,Nebraska,Webster,3,1,3,2,4
31183,Nebraska,Wheeler,NR,NR,NR,NR,NR
31185,Nebraska,York,4,2,3,2,1
32001,Nevada,Churchill,2,2,1,1,1
32003,Nevada,Clark,2,3,4,3,1
32005,Nevada,Douglas,1,2,1,2,1
32007,Nevada,Elko,2,4,1,3,2
32009,Nevada,Esmeralda,NR,NR,NR,NR,NR
32011,Nevada,Eureka,1,1,1,3,4
32013,Nevada,Humboldt,4,3,1,2,3
32015,Nevada,Lander,4,1,1,1,3
32017,Nevada,Lincoln,1,3,1,3,4
32019,Nevada,Lyon,3,4,1,1,2
32021,Nevada,Mineral,3,2,1,3,4
32023,Nevada,Nye,4,4,1,2,3
32027,Nevada,Pershing,3,4,1,3,2
32029,Nevada,Storey,2,3,1,3,4
32031,Nevada,Washoe,1,1,4,2,2
32033,Nevada,White Pine,4,2,1,3,3
32510,Nevada,Carson City,3,1,1,1,1
33001,New Hampshire,Belknap,1,4,1,2,1
33003,New Hampshire,Carroll,3,4,1,2,2
33005,New Hampshire,Cheshire,3,3,1,3,2
33007,New Hampshire,Coos,4,2,1,3,3
33009,New Hampshire,Grafton,1,1,1,1,3
33011,New Hampshire,Hillsborough,2,2,4,3,3
33013,New Hampshire,Merrimack,1,1,1,2,1
33015,New Hampshire,Rockingham,1,3,4,1,4
33017,New Hampshire,Strafford,4,3,1,4,4
33019,New Hampshire,Sullivan,3,2,1,4,2
34001,New Jersey,Atlantic,4,3,2,3,4
34003,New Jersey,Bergen,1,1,4,1,1
34005,New Jersey,Burlington,3,3,3,3,3
34007,New Jersey,Camden,4,2,3,3,2
34009,New Jersey,Cape May,3,4,1,1,4
34011,New Jersey,Cumberland,4,4,1,4,4
34013,New Jersey,Essex,2,1,4,4,1
34015,New Jersey,Gloucester,3,3,2,3,3
34017,New Jersey,Hudson,4,3,4,4,1
34019,New Jersey,Hunterdon,1,1,1,3,3
34021,New Jersey,Mercer,1,2,2,2,2
